-7.787500000000012967e+00,-4.924499999999869146e+02,-7.380499999999888132e+02,-6.697750000000060027e+02,-1.655000000000006253e+02,-3.892624999999969759e+02
-1.585000000000000000e+02,-7.051499999999908823e+02,-6.049000000000050932e+02,-6.040500000000004093e+02,-5.248374999999878128e+02,-5.637500000000003730e+00
-8.081000000000027512e+02,-8.157375000000195087e+02,-3.832500000000047748e+02,-9.696500000000071395e+02,-5.489749999999938836e+02,-9.523750000000102034e+01
-4.813499999999975785e+02,-1.215125000000008555e+02,-3.152500000000084128e+02,-6.509000000000086175e+02,-5.937499999999965894e+02,-1.200000000000001510e+00
-7.675000000000000000e+02,-3.301750000000053547e+02,-3.140500000000140517e+02,-2.858500000000009322e+02,-1.591374999999922579e+02,-1.313000000000016030e+02
-8.681500000000028194e+02,-1.693374999999916213e+02,-3.176999999999995907e+02,-2.790499999999990450e+02,-2.275000000000002132e+00,-3.137499999999992184e+01
-4.540999999999923489e+02,-5.911250000000279670e+01,-3.180999999999953047e+02,-3.064999999999994884e+02,-5.599999999999998757e+00,-8.699999999999992184e+00
-3.481875000000001137e+02,-3.786250000000028137e+01,-2.755499999999962029e+02,-3.243499999999944521e+02,-1.381249999999980282e+01,-5.662500000000011191e+00
-4.648249999999970896e+02,-2.008750000000017053e+02,-2.592999999999930765e+02,-3.253875000000026603e+02,-5.212500000000034994e+00,-5.300000000000007816e+00
-5.650499999999984766e+02,-1.141249999999990372e+01,-4.597500000000071054e+02,-2.204250000000093053e+02,-1.161249999999977511e+01,-2.650000000000004352e+00
-4.640999999999944521e+02,-1.043875000000047208e+02,-2.750999999999952479e+02,-2.511999999999900979e+02,-4.812500000000006217e+00,-2.087499999999997691e+00
-4.537499999999938041e+02,-3.565000000000015490e+01,-2.933999999999980446e+02,-2.531999999999907516e+02,9.749999999999876543e-01,1.924999999999996048e+00
-5.153999999999962256e+02,-8.018750000000163425e+01,-2.980499999999949523e+02,-2.201250000000093223e+02,-6.225000000000010303e+00,-7.200000000000047251e+00
-4.216499999999921329e+02,-1.184000000000062300e+02,-3.005500000000010346e+02,-2.547499999999909051e+02,-5.337500000000002132e+00,-3.762499999999997069e+00
-2.504499999999900979e+02,-1.049374999999963194e+02,-3.204499999999954412e+02,-2.797499999999985221e+02,-6.387500000000000178e+00,-1.212499999999995248e+00
-2.502499999999900808e+02,-2.843374999999976467e+02,-2.928500000000009891e+02,-2.504499999999901547e+02,5.112499999999998046e+00,2.274999999999991918e+00
-2.604999999999924398e+02,-4.799999999999862865e+01,-2.682999999999964302e+02,-2.521999999999904674e+02,-2.125000000000002220e+00,-1.187500000000000666e+00
-2.503999999999901434e+02,-3.633750000000013358e+01,-2.659999999999952252e+02,-2.506499999999901434e+02,2.212499999999997247e+00,1.912499999999997868e+00
-2.623999999999926445e+02,-7.649999999999883116e+00,-2.506499999999902002e+02,-2.505999999999900751e+02,-4.712499999999997691e+00,-9.250000000000023759e-01
-2.504999999999901092e+02,-6.775000000000019895e+00,-2.509499999999901263e+02,-2.504499999999900979e+02,-2.837500000000009237e+00,5.537500000000000533e+00
-2.501999999999900979e+02,-5.130000000000205063e+01,-2.505999999999901320e+02,-2.502499999999900808e+02,-6.700000000000010836e+00,-5.625000000000004441e+00
-2.575999999999918941e+02,-2.676249999999943086e+01,-2.570499999999909733e+02,-2.503999999999901434e+02,1.362499999999999600e+00,-4.825000000000001066e+00
-2.620999999999928036e+02,-4.625000000000190425e+01,-2.505999999999900751e+02,-2.607499999999907345e+02,-1.562500000000000000e+00,-3.900000000000078160e+01
-2.546999999999909789e+02,-3.704999999999986926e+01,-2.533499999999905583e+02,-2.576999999999897000e+02,-5.550000000000008704e+00,4.800000000000000711e+00
-2.535999999999908425e+02,-1.113749999999985008e+01,-2.504499999999901547e+02,-2.508999999999902286e+02,-1.887500000000004619e+00,9.999999999999873435e-01
-2.623999999999938950e+02,-3.973749999999995453e+01,-2.502999999999901206e+02,-2.500999999999900751e+02,-2.362500000000006040e+00,-2.062500000000020428e+00
-2.547999999999910301e+02,-4.196250000000059543e+01,-2.541999999999904105e+02,-2.714999999999911893e+02,-1.037500000000000755e+00,1.049999999999999378e+00
-2.510499999999902059e+02,-6.275000000000049205e+00,-2.521999999999904674e+02,-3.441500000000186219e+02,1.624999999999996447e+00,5.724999999999990763e+00
-2.516499999999903707e+02,-6.175000000000030020e+00,-2.539499999999901831e+02,-2.636999999999944748e+02,-2.737500000000007816e+00,-5.625000000000005329e+00
-2.510499999999900353e+02,-1.587500000000001465e+00,-2.522499999999905071e+02,-2.504499999999901263e+02,-3.650000000000008349e+00,-1.137499999999997513e+00
-2.518499999999903309e+02,-2.711249999999902371e+01,-2.518499999999904162e+02,-2.502999999999900922e+02,1.999999999999998890e+00,-1.575000000000000178e+00
-2.514499999999902684e+02,-3.613749999999976836e+01,-2.575999999999916099e+02,-2.502499999999901092e+02,-9.750000000000003109e-01,-5.250000000000012434e-01
-3.030499999999926217e+02,-2.896249999999921343e+01,-2.813499999999991132e+02,-2.510499999999900069e+02,2.549999999999997158e+00,-4.837500000000005684e+00
-4.123000000000017735e+02,-3.299999999999974420e+01,-2.948500000000022396e+02,-2.538499999999897341e+02,-5.062500000000004441e+00,5.749999999999992895e+00
-2.592999999999927354e+02,-1.448749999999987637e+01,-2.507999999999901775e+02,-2.503999999999901149e+02,-2.725000000000008527e+00,-4.962500000000008349e+00
-2.531499999999902570e+02,-9.137499999999997513e+00,-2.503499999999901320e+02,-2.503999999999901149e+02,-5.425000000000004263e+00,-3.192499999999914451e+01
-1.864624999999946056e+02,-5.637500000000009059e+00,-2.502999999999900922e+02,-2.503499999999900751e+02,-4.442500000000055138e+01,2.874999999999994671e+00
-2.530499999999903196e+02,-7.843750000000004263e+01,-2.504999999999900524e+02,-2.539499999999907232e+02,9.637500000000002842e+00,-2.912500000000002309e+00
-2.258125000000108002e+02,-4.226250000000148788e+01,-2.504499999999900695e+02,-2.500999999999900751e+02,-1.624999999999999778e+00,2.387499999999993960e+00
-2.402250000000052239e+02,-2.997499999999931219e+01,-2.501999999999900695e+02,-2.569499999999910642e+02,-2.212500000000006573e+00,6.324999999999993960e+00
-2.382125000000022794e+02,-3.406249999999960210e+01,-2.505499999999900922e+02,-2.501999999999900695e+02,5.712499999999987921e+00,-3.375000000000003109e+00
-1.702500000000003411e+02,-3.053750000000008669e+01,-2.503999999999901149e+02,-2.502999999999900922e+02,2.237499999999984723e+00,-2.350000000000005862e+00
-2.238125000000091802e+02,-4.370000000000211315e+01,-2.505499999999900922e+02,-2.503499999999901036e+02,1.862499999999999378e+00,-2.674999999999997602e+00
-1.955624999999917577e+02,-5.925000000000509459e+01,-2.512999999999902059e+02,-2.502999999999901206e+02,2.187499999999991118e+00,-3.050000000000004263e+00
-2.224500000000095383e+02,-6.275000000000034106e+00,-2.524999999999903082e+02,-2.506999999999901831e+02,-1.891249999999962128e+01,9.874999999999918288e-01
-2.511499999999901434e+02,-1.366249999999971898e+01,-2.511999999999903253e+02,-2.539499999999896716e+02,1.699999999999999289e+00,-1.008749999999992042e+01
