9.735882961975208971e+00,9.040563132219739728e+00,2.492485498305414637e+01,8.799594204895003102e+00
9.639290092978454183e+00,3.239631545651188382e+00,3.470592665031853485e+00,-3.615445470400867833e+01
-2.118920751209308051e+01,9.222230837147860072e+00,8.850422367474349628e+00,9.894460782342838101e+00
2.153635201907318830e+00,8.982177640599953605e+00,8.878440511843457728e+00,8.928822983962341198e+00
9.419490929243872657e+00,9.270022409434238497e+00,9.582082717258561644e+00,1.022721181310852856e+01
2.453096220727397991e+01,9.018134016672824771e+00,-5.304607490267676084e+00,8.778119450385361233e+00
8.994227575082080151e+00,1.007808590001646110e+01,9.184064470159990279e+00,8.993844230755438929e+00
8.552164612284046896e+00,8.794316367086164377e+00,9.031005804369824475e+00,8.817006049397576817e+00
9.388793032110083203e+00,9.872695133930037059e+00,2.408742869347781124e+01,9.470606830019340450e+00
9.357079819698251200e+00,2.406848664877628252e+01,9.377012927022200017e+00,9.659382333747519311e+00
8.872868683629107522e+00,2.402144241252860724e+01,1.001679176534685212e+01,8.437945826851482423e+00
2.394320525309731451e+01,-5.876012853914897249e+00,9.013157468441873377e+00,9.614669099403140962e+00
9.575774630530403897e+00,9.103230838094827249e+00,2.464830783378000234e+01,1.003065349910898973e+01
9.908160781608385648e+00,8.808165500771911738e+00,-5.566820342632189167e+00,8.588234724998667247e+00
9.311920197884479222e+00,9.862663319460093447e+00,1.015785786635795063e+01,2.398897144326825170e+01
9.465319168765551794e+00,2.404350845887541155e+01,8.583471037556961392e+00,1.029848201226628746e+01
9.467771756333929645e+00,-6.169055279313711893e+00,8.959500086714829337e+00,9.871475483205216506e+00
9.088838289380458235e+00,2.381605905430861014e+01,2.408581912142209092e+01,2.518298189769701878e+01
8.798901585863001529e+00,8.487049751479808890e+00,2.420269834266125741e+01,1.004284928759623519e+01
9.790956473111224412e+00,9.424963310148815054e+00,9.348452236090620815e+00,9.332207692416666589e+00
9.040998152132591059e+00,8.757660598986598544e+00,1.026254436640210876e+01,9.576558324215040940e+00
9.117205646717856382e+00,9.235359634565384113e+00,2.398091176515183776e+01,9.109578585530345052e+00
9.664951351704576865e+00,9.614411289643175706e+00,9.774560283828567009e+00,9.743427239465265899e+00
9.509341116557395779e+00,9.031965473616843099e+00,8.813418983956822217e+00,1.067132320210982144e+01
9.323591669924995884e+00,9.436670357149301580e+00,1.024083041452334442e+01,1.045466405111746155e+01
9.354574168658839284e+00,9.345604646490649259e+00,1.013610238777662076e+01,1.019988191143892209e+01
8.834327144034215706e+00,9.036034974974057832e+00,9.586640698314752740e+00,9.094000160116904041e+00
9.044772125663850915e+00,8.667867166321116201e+00,8.349582845758069638e+00,1.002961065201806257e+01
9.264236336681324957e+00,9.715620937599284801e+00,1.024372096876976634e+01,9.984027297809200618e+00
9.854063684219987351e+00,9.354378094178663616e+00,9.076140888779868021e+00,9.423823738913725379e+00
9.632085827850540127e+00,9.471658956387202011e+00,1.044841633443225781e+01,9.759922869055568384e+00
8.911566612135910503e+00,2.447313351217676569e+01,9.753551257601497326e+00,1.008944981851760225e+01
9.497207597234256227e+00,9.447122995052227523e+00,8.955905611777367881e+00,8.820925439651400524e+00
9.444873960848020999e+00,9.552401621023653533e+00,1.034543991871575663e+01,8.742314155276329046e+00
9.039966408859761771e+00,9.007645190459488305e+00,9.608938888752108554e+00,9.083083675696636661e+00
8.921721764871513471e+00,8.957614203100398242e+00,9.059336724605490332e+00,8.934920286331951900e+00
9.109877135290016525e+00,9.021151724790776427e+00,8.747885059356448778e+00,8.833558784157183652e+00
2.433971811558327403e+01,9.570545301659098669e+00,2.521957756438639819e+01,1.030350672310663818e+01
9.185401318505567403e+00,8.609849547984021356e+00,2.391155598445888586e+01,9.748966365547367730e+00
8.928372504565050605e+00,8.487425720979135946e+00,9.420363706758433153e+00,8.784974427614425707e+00
9.371056327266510166e+00,9.504576532406023404e+00,1.039185624590869850e+01,1.006262553979071406e+01
8.515774738030980728e+00,9.475405182181162900e+00,2.353616838388779087e+01,1.015677722506284297e+01
8.646493314452428081e+00,9.405189200186773846e+00,1.016413633563846375e+01,8.976920313823388398e+00
9.322297331158319267e+00,9.477745646417941927e+00,9.782743944482019671e+00,2.353586942334110432e+01
8.672685590664224620e+00,9.712185760267368906e+00,9.879536434470997719e+00,1.029622006180624716e+01
9.127484599187173586e+00,9.850157009955426091e+00,9.796210210135390284e+00,8.522867895181777342e+00
9.327532070194365588e+00,9.272833616453997507e+00,9.974321041864309123e+00,2.483492269901427107e+01
8.798470250282200311e+00,9.711869503434936490e+00,9.127092345819026065e+00,8.828999627687560192e+00
8.754214053507462623e+00,9.252697677210234062e+00,8.979311853772301788e+00,8.602805786772560026e+00
2.378409069705007539e+01,9.488683859442573976e+00,8.928228829742353767e+00,1.001180951423235221e+01
9.533731853076780283e+00,8.310616810400642152e+00,2.441957393498060114e+01,2.374322860979810912e+01
9.178231560865786065e+00,9.571952664381569775e+00,9.620853469656649892e+00,9.405211099093213178e+00
9.458380802408303367e+00,9.230197201442607025e+00,9.379148488571726006e+00,9.760796336275060270e+00
2.436086668018118928e+01,9.535936863700767319e+00,8.897055631581444857e+00,8.989928789748910631e+00
9.088532172247681729e+00,9.514830328959570593e+00,8.879644489541727026e+00,1.000892630056222643e+01
8.763413152360259417e+00,9.212972288804133214e+00,9.030301823186551502e+00,-5.093479976587582669e+00
9.355052410292994836e+00,9.527460670118189867e+00,1.021442378519884642e+01,9.747303991960643899e+00
9.825610380304940605e+00,9.124257451184043077e+00,2.375990906023394800e+01,8.661390146805915791e+00
9.210485433817551026e+00,9.003468126644357028e+00,8.702905262215111293e+00,8.899486824487489400e+00
9.106689907994327982e+00,9.364736628172645183e+00,9.617084488201625092e+00,1.010292682981719992e+01
9.260797434870493561e+00,2.340454200983150201e+01,9.363114001668854769e+00,2.408164788186790872e+01
